x1,spacing_m,n_total,A_fit,gamma_local,R2_local,P_1
4000.0,10.0,3,2.8862086130364926,0.5956321818910236,0.9891910588808568,2.9158118101398034
4000.0,10.0,4,2.9941349461822333,0.4999908858898057,0.9769629911712988,3.070480697171682
4000.0,10.0,5,2.8290962070107555,0.4185495681644358,0.9695029868416335,2.943889653172516
4000.0,10.0,6,2.6899287883338032,0.38415936237500997,0.9742984189588864,2.8143836028752283
4000.0,10.0,7,2.595898926231952,0.3538318341036477,0.9648209510502158,2.7608910725159537
4000.0,10.0,8,2.675297824449629,0.33976577977818134,0.9566581777799037,2.8891442684130406
4000.0,20.0,2,3.0340635385887875,0.7761439312083163,1.0,3.0340635385887875
4000.0,20.0,3,2.891338483583416,0.5998707086447436,0.9887728067665685,2.921493595316653
4000.0,20.0,4,2.9876935206295605,0.49347788923324193,0.9748660343185096,3.0678537265601915
4000.0,20.0,5,2.8561591958652834,0.4291905698178339,0.968673696162342,2.9738791935308786
4000.0,20.0,6,2.6863237633747348,0.38818324560265693,0.9566826999980362,2.847102109143497
4000.0,20.0,7,2.7505034517825186,0.35789693063872163,0.961725254213733,2.935000481171413
4000.0,20.0,8,2.9701843586418626,0.36268435994853426,0.9756416072135423,3.146802930039906
4000.0,30.0,2,3.0368273238505235,0.7863846465768963,1.0,3.0368273238505235
4000.0,30.0,3,2.898115466776139,0.6098011437178608,0.9879859676496742,2.9292102519339824
4000.0,30.0,4,3.0656335341424796,0.5678880301253556,0.9835265692102589,3.129656641725955
4000.0,30.0,5,2.930908641720313,0.5367944840505716,0.9845028960587129,3.0097810634938287
4000.0,30.0,6,2.8077148340216427,0.4918858962797076,0.99031102345291,2.8805204611986563
4000.0,30.0,7,2.934879456259886,0.46759440685756454,0.9955145573908282,2.987766423391832
4000.0,30.0,8,3.024950430133514,0.45752855239528134,0.9952016720932132,3.0868582898085783
4000.0,40.0,2,3.0328312478561603,0.7965771766116729,1.0,3.0328312478561603
4000.0,40.0,3,2.9423501576369433,0.6313554240336438,0.9868604112639151,2.974945340910537
4000.0,40.0,4,3.2892850120871713,0.6123532470096981,0.9787119106941975,3.364163418402016
